imdb_name_id,name,birth_name,height,bio,date_of_birth,place_of_birth,date_of_death,place_of_death,divorces,children
nm0001042,Lois Chiles,Lois Cleveland Chiles,171,Lois Chiles is a former supermodel-turned-actress who gave elegant performances in a variety of films throughout the 1970s and 1980s. Her motion picture debut role was as Robert Redford's sexual endeavor in the old-fashioned Hollywood melodrama  Come eravamo (1973). Shortly after  she starred opposite Clifton Davis in the indie blaxploitation film  Together for Days (1973); they portrayed a mixed-race couple enduring societal disapproval and political pandemonium. She also appeared as the irreverent socialite Jordan Baker in Il grande Gatsby (1974)  in which she starred alongside Mia Farrow and  again  Robert Redford. Chiles delivered a series of pivotal characters particularly as a woman who mysteriously falls into a state of unconsciousness after entering the hospital for an early term abortion in Coma profondo (1978)  and as an impudent heiress and murder victim in the center of Assassinio sul Nilo (1978). Chiles' most recognized role is the sophisticated NASA astronaut  scientist  and "Bond girl"  Dr. Holly Goodhead opposite Roger Moore's James Bond in Moonraker - Operazione spazio (1979). It is worth noting that Goodhead was different than any previous "Bond girl"  in that she was dignified and not so much sexualized. Sadly  that same year  just as Chiles' career was at its height  she lost her youngest brother to non-Hodgkin's lymphoma which resulted in her three-year hiatus from acting. Her career never fully recovered and she struggled to find roles that necessitated her individuality but she persevered and received positive reviews for her continued performances in film and television  particularly in Sweet Liberty - La dolce indipendenza (1986)  Dentro la notizia (1987)  Creepshow 2 (1987)  Diario di un killer (1991) and Curdled - Una commedia pulp (1996). In recent years  she's appeared in a few television sitcoms  participated in interviews recalling her experience as a "Bond girl"  and taught an acting class at the University of Houston.,1947-04-15,Houston  Texas  USA,,,0,0
nm0001044,Rae Dawn Chong,Rae Dawn Chong,173,Rae Dawn Chong was born February 28  1961 in Edmonton  Canada. After a few film and television spots  Rae Dawn earned a Genie for her performance in Jean-Jacques Annaud's prehistoric-drama La guerra del fuoco (1981). She played the young  Ivaka prisoner  Ika. Other notables roles include Harpo's girlfriend "Squeek"  aka  Mary Agnes in Steven Spielberg's five-time Academy Award-nominated film  Il colore viola (1985)  and James Remar's beautiful and mysterious wife  Carola in I delitti del gatto nero (1990).,1961-02-28,Edmonton  Alberta  Canada,,,3,1
nm0001045,Tommy Chong,Thomas B. Kin Chong,178,Tommy Chong was born on May 24  1938 in Edmonton  Alberta  Canada as Thomas B. Kin Chong. He is an actor  known for Up in Smoke (1978)  Zootropolis (2016) and Cheech and Chong's Next Movie (1980). He has been married to Shelby Chong since 1975. They have four children. He was previously married to Maxine Sneed.,1938-05-24,Edmonton  Alberta  Canada,,,1,6
nm0001048,Andrew Dice Clay,Andrew Clay Silverstein,180,Andrew Dice Clay was born on September 29  1957 in Brooklyn  New York  USA as Andrew Clay Silverstein. He is an actor and producer  known for Le avventure di Ford Fairlane (1990)  Blue Jasmine (2013) and A Star Is Born (2018). He has been married to Valerie Silverstein since February 14  2010. He was previously married to Kathleen Monica and Kathleen Swanson.,1957-09-29,Brooklyn  New York  USA,,,2,2
nm0001053,Ethan Coen,Ethan Jesse Coen,173,Ethan Coen was born on September 21  1957 in Minneapolis  Minnesota  USA as Ethan Jesse Coen. He is a producer and writer  known for La ballata di Buster Scruggs (2018)  A Serious Man (2009) and A proposito di Davis (2013). He has been married to Tricia Cooke since October 2  1990. They have two children.,1957-09-21,Minneapolis  Minnesota  USA,,,0,2
nm0001054,Joel Coen,Joel Daniel Coen,183,Joel Coen was born on November 29  1954 in Minneapolis  Minnesota  USA as Joel Daniel Coen. He is a producer and writer  known for La ballata di Buster Scruggs (2018)  Fargo (1996) and A Serious Man (2009). He has been married to Frances McDormand since April 1  1984. They have one child.,1954-11-29,Minneapolis  Minnesota  USA,,,0,1
nm0001057,Toni Collette,Antonia Collette,173,Toni Collette is an Academy Award-nominated Australian actress  best known for her roles in The Sixth Sense - Il sesto senso (1999) and Little Miss Sunshine (2006).Collette was born Toni Collett (she later added an "e") on November 1  1972  in Blacktown  Sydney  New South Wales  Australia. She is the first of three children of Judith (Cook)  a customer service representative  and Bob Collett  a truck driver. From age six  she was brought up in suburban Sydney. At the age of eleven  she showed her phenomenal acting skills when she faked appendicitis out of boredom and longing for attention; her act was so convincing that doctors had to remove her appendix  even though the test showed nothing was wrong with it. At 16  she left school and enrolled in the National Institute of Dramatic Arts (NIDA). At that time  she was a struggling actress  supporting herself by delivering pizzas. After 18 months of studies  she left NIDA for her feature film debut as "Wendy Robinson"  opposite Russell Crowe and Anthony Hopkins  in Spotswood (1992)  and earned herself a nomination for Best Supporting Actress from the Australian Film Institute. Collette made her stage debut with the Sydney Theatre Company  as "Sonya" in Anton Chekhov's "Uncle Vanya"  a performance that won her a critic's circle award as Best Newcomer. She also appeared in stage productions at the Belvoir Street Theatre  under directorship of Geoffrey Rush. In 1994  she won the Australian Best Actress in a Lead Role for her work in Le nozze di Muriel (1994)  for which she had to gain 40 pounds in seven weeks. In 1995  Toni Collette came to Hollywood with a supporting role in Tre amici  un matrimonio e un funerale (1996)  then had a string of supporting roles. Her first lead as "Diana Spencer"  an Australian woman who shares the name and birthday of Princess Diana  in the comedy  Diana & Me (1997)  was obscured by the real Diana's death  which practically occurred at the same time when the movie was released. Her breakthrough came with the role as "Lynn Sear" in The Sixth Sense - Il sesto senso (1999)  for which she quite rightly won an Academy Award nomination for Best Actress in a Supporting Role. Her latest memorable role as "Sheryl"  a beaten-down but loving mother  in Little Miss Sunshine (2006)  is also a fine ensemble work with Abigail Breslin  Greg Kinnear  Steve Carell  Paul Dano  and Alan Arkin. Since 2003  Toni Collette has been married to musician Dave Galafassi  with whom she recorded her singing and songwriting debut album  titled "Beautiful Awkward Pictures"  in 2006. She co-owns an independent production company in Australia  and also continues her music career as a singer. Toni resides with her husband in Sydney  Australia  and owns a second home in Ireland.,1972-11-01,Sydney  New South Wales  Australia,,,0,2
nm0001058,Joan Collins,Joan Henrietta Collins,168,Joan Collins is an English actress from Paddington  London. She is most famous for playing the role of vengeful schemer Alexis Carrington Colby in the soap opera "Dynasty" (1981-1989). In 1997  Collins was appointed an Officer of the Order of the British Empire (OBE) for services to drama. In 2015  Collins was promoted to the rank of Dame Commander of the Order of the British Empire (DBE) for services to charity.Collins was the daughter of talent agent Joseph William Collins (1902-1988) and his wife  dance teacher Elsa Bessant  (1906-1962). Joseph was born in South Africa  and had Jewish descent. As a talent agent  his most famous clients were Shirley Bassey  the Beatles and Tom Jones. Elsa was born in the United Kingdom  to an Anglican family.Collins was educated at Francis Holland School in London  an independent day school for girls. She made her theatrical debut c. 1942  as a child actress. She had a role in a performance of the play "A Doll's House" (1879) by Henrik Ibsen (1828-1906). In 1949  Collins started training as an actress at the Royal Academy of Dramatic Art (RADA) in London. In 1950  she signed a contract with a British film studio  the Rank Organisation of businessman Joseph Arthur Rank  1st Baron Rank (1888-1972).Collins made her film debut in the short film "Facts and Fancies" (1951)  and her feature film debut in "Lady Godiva Rides Again" (1951)  where she played an unnamed Beauty Queen Contestant. She had supporting roles as the Greek maid Marina in "The Woman's Angle" (1952) and gangster's moll Lil Carter in "Judgment Deferred" (1952).Collins had her big break when cast as juvenile delinquent Norma Hart in prison drama "I Believe in You" (1952). She was hailed as Britain's new "bad girl" and started being offered high-profile roles in British films. The next stage in her career started when cast as Princess Nellifer of Egypt in the historical epic "Land of the Pharaohs" (1955)  an international production . While the film was not successful at the box office  it became a cult classic and Nellifer was one of Collins' most recognizable roles. Studio executive Darryl Francis Zanuck (1902-1979) was sufficiently impressed to offer Collins a 7-year-long contract with American studio 20th Century Fox. Collins took the offer.Collins' first American film was the historical drama "The Virgin Queen" (1955)  where she shared the top-billing with established stars Bette Davis and Richard Todd. Collins then played the leading role of actress Evelyn Nesbit (1884/1885-1967) in the biographical film "The Girl in the Red Velvet Swing" (1955). The role was intended for established actress Marilyn Monroe  but Collins replaced Monroe based on a studio decision.Collins was placed on loan to studio Metro-Goldwyn-Mayer for her next role  that of gold digger Crystal in "The Opposite Sex" (1956). She received the top billing in the refugee-themed film "Sea Wife" (1956)  and enjoyed box-office success with the interracial-love themed drama "Island in the Sun" (1957). In the drama film "The Wayward Bus" (1957)  Collins received top-billing over her co-star Jayne Mansfield. Her next films included the spy thriller "Stopover Tokyo" (1957)  the Western "The Bravados" (1958)  the comedy "Rally Round the Flag  Boys" (1959)  the caper film "Seven Thieves" (1960)  and the biblical epic Esther and the King (1960).By 1960  Collins was one of 20th Century Fox's biggest stars  but she demanded a release from her studio contract. She had campaigned for the title role in the upcoming production of "Cleopatra"  but the studio chose to cast Elizabeth Taylor in the role. Collins felt slighted. As a freelance actress for most of the 1960s  Collins had few film roles. Among her most notable roles was playing the leading lady in "The Road to Hong Kong" (1962)  the last film in the long-running series "Road to ...". The male leads for the entire series were Bing Crosby and Bob Hope  but their usual leading lady Dorothy Lamour was considered too old for the role. Collins replaced Lamour.Collins started appearing frequently on television guest star roles. Among her most notable television roles was the villainous Siren in "Batman"  and pacifist spokeswoman Edith Keeler in "Star Trek: The Original Series". Collins played in only one episode of Star Trek  the time-travel episode "The City on the Edge of Forever" (1967). However the episode is regarded among the best episodes in the entire Star Trek franchise  with Collins considered one of the most memorable guest stars in the original series.In 1970  Collins returned to her native United Kingdom. She started appearing frequently in British thriller and horror films of the decade. Among her films was revenge-themed drama "Revenge" (1971) science fiction film "Quest for Love" (1972)  horror anthology "Tales from the Crypt" (1972)  psychological horror "Fear in the Night" (1972)  thriller "Dark Places"  horror anthology "Tales That Witness Madness" (1973)  and horror film "I Don't Want to Be Born" (1975).Collins appeared in a few comedies in-between horror films  but none was particularly successful. She returned to the United States in order to play a role in the giant monster film "Empire of the Ants" (1977). She then returned to mostly appearing in thriller roles. She was catapulted back to stardom with the lead role of nymphomaniac Fontaine Khaled in the erotic drama "The Stud" (1978)  an adaptation of a novel written by her younger sister Jackie Collins. The film was a surprise box office hit  earning 20 million dollars at the worldwide box office. Collins returned to the role of Fontaine in the sequel film ''The Bitch'' (1979)  which was also a hit.Collins found herself in high demand in both stage and film. But she gained more notoriety with the television role of Alexis Carington in "Dynasty". She started appearing in the role in the second season of the soap opera. Her performance is credited with the subsequent rise of the show's Nielsen's ratings. She became a household name  and received a star on the Hollywood Walk of Fame in 1983.By 1985  "Dynasty" was the number-one show in the United States  beating out rival soap opera "Dallas". Collins was nominated six times for a Golden Globe Award for her role  winning once in 1983. She was also once nominated for an Emmy as Best Actress in a Drama Series. Collins was viewed as a sex symbol at the time  and in 1983 appeared in a 12-page photo layout for Playboy magazine. She was 50-years-old  unusually old for a Playboy model.Collins appeared in a total of 195 episodes of "Dynasty". The series was canceled with the last episode of its 9th season  due to falling ratings. New ABC entertainment president Bob Iger (1951-) is credited with ending the series as soon as possible. The show had a cliffhanger ending  and several of its subplots were not resolved. Collins returned to the role of Alexis in the sequel mini-series "Dynasty: The Reunion" (1991). The miniseries only lasted for 2 episodes  but resolved several subplots and was a ratings hit.Throughout the 1990s.  Collins returned to guest star roles in television. She appeared in (among others) "Roseanne"  "Egoli: Place of Gold"  and "The Nanny"  She had the recurring role of Christina Hobson in the short-lived soap opera "Pacific Palisades" (1997). She appeared in 7 of its 13 episodes. Collins' next notable soap opera role was that of so-called "rich bitch" Alexandra Spaulding in 2002 episodes of the long-running series "Guiding Light". Collins was the third actress to play this role. following Beverlee McKinsey and Marj Dusay.In film  Collins played Pearl Slaghoople  Wilma Flintstone's mother  in "The Flintstones in Viva Rock Vegas" (2000). It was the second live-action film based on the popular animated series "The Flintstones". In 2006  Collins toured the United Kingdom with "An Evening with Joan Collins"  an one-woman show where she narrated the highs and lows of her career and life. She later toured the word with both this show and its sequel "Joan Collins Unscripted".Collins had a notable guest star-role as Ruth Van Rydock in the television film "Agatha Christie's Marple: They Do It with Mirrors" (2009). The film was an adaptation of the 1952 novel by Agatha Christie  where Ruth is an old school friend of Jane Marple  who assigned Jane to investigate a home for juvenile delinquents.Collins played herself in three episodes of the sitcom "Happily Divorced" (2011-2013). She had the recurring role of Crystal Hennessy-Vass in the sitcom "Benidorm" (2007-2018). She had another recurring role as Alexandra  Grand Duchess of Oxford in the soap opera "The Royals" (2015-2018).Collins had two different roles in the horror anthology series "American Horror Story". She played wealthy grandmother Evie Gallant  and witch Bubbles McGee. She appeared in a total of four episodes in 2018.By 2020  Collins was 86-years-old. She has never retired from acting  and she continues to appear in new roles.,1933-05-23,Paddington  London  England  UK,,,4,3
nm0001060,Chris Columbus,Christopher Columbus,174,Born in Pennsylvania and raised in Ohio  Chris Columbus was first inspired to make movies after seeing "The Godfather" at age 15. After enrolling at NYU film school  he sold his first screenplay (never produced) while a sophomore there. After graduation Columbus tried to sell his fourth script  "Gremlins"  with no success  until Steven Spielberg optioned it; Columbus moved to Los Angeles for a year during rewrites on the project in Spielberg's bungalow at Universal. After writing two more scripts for Spielberg  "The Goonies" and "Young Sherlock Holmes"  Columbus' own directing career was launched a few years later with "Adventures in Babysitting". He is best known to audiences as the director of the runaway hit "Home Alone"  written and produced by John Hughes its sequel "Home Alone 2"  and most recently "Mrs. Doubtfire".,1958-09-10,Spangler  Pennsylvania  USA,,,0,4
nm0001061,Holly Marie Combs,Holly Marie Combs,157,Holly moved to New York at the tender age of 7. Already her stunning looks had turned heads  resulting in jobs in print ads and commercials. Soon these experiences lead to a desire to act  a dream shared by Holly's mother  who herself was only 24. After a few bit parts  Holly landed a leading role as Kimberly in TV drama La famiglia Brock (1992). This show ran for 4 years  winning Holly critical acclaim and a Young Actors award. After the show ended  Holly starred in more roles in TV movies  enjoying her marriage and career success. This wasn't to last; in 1997  she divorced husband Bryan Travis Smith and yearned for more challenging roles. Then in 1998  Holly's good friend Shannen Doherty told her about a new television show based around three sisters who happen to be witches  who save the world from evil. Holly auditioned for the middle sister  won the role and is now known world wide for her portrayal of Piper Halliwell in the WB smash hit show Streghe (1998). Holly now lives in Burbank with her husband and their three sons.,1973-12-03,San Diego  California  USA,,,2,3
nm0001062,Jeffrey Combs,Jeffrey Alan Combs,170,Jeffrey Combs was born on September 9th  1954 in Oxnard  California. He grew up in Lompoc  California with a plethora of siblings both older and younger. He attended the Pacific Conservatory of the Performing Arts in Santa Maria  and the Professional Actor's Training Program at the University of Washington in Seattle. He spent about four years in regional theater performing at the Old Globe Theatre in San Diego  the Arizona Theatre Company in Tucson  the California Shakespearean Festival  the Mark Taper Forum in Los Angeles and the South Coast Repertory in Costa Mesa among others. In 1980 he moved to Los Angeles  where he lives with his family. As a horror film leading actor  Combs is probably best known for portraying Herbert West in the cult horror film Re-Animator (1985). Re-Animator was based on H.P. Lovecraft's famous novel brought together by Stuart Gordon and Brian Yuzna  the producer and financier of the film. Combs stayed in the realm of cult films with both Gordon and Yuzna to return when making From Beyond - Terrore dall'ignoto (1986)  and Re-Animator 2 (1990) also from Lovecraft novels. He has also been in some supporting roles in _Pit and the Pendulum  The (1990) (V)_  the strange FBI Agent with Michael J. Fox in Sospesi nel tempo (1996)  Incubo finale (1998) and the remake of the William Castle thriller  Il mistero della casa sulla collina (1999).,1954-09-09,Oxnard  California  USA,,,0,1
nm0001064,Jason Connery,Jason Joseph Connery,183,Jason Connery has appeared in over 30 films  television movies and series  combined  since his breakthrough role as "Robin Hood" in the UK television series Robin Hood (1984) in 1985.The son of Sean Connery and Diane Cilento  Connery grew up in London and Scotland. He attended boarding school at Somerset  where he received a half-scholarship for swimming and held the under-16 freestyle record for the south of England. Connery's interest in acting developed while studying at the Gordonstoun School for Boys in the north of Scotland. He started the Inter-House Players Group - wherein two houses combine to put on one play each term. Connery also took on directing duties and directed fellow classmate Prince Edward (aka Prince Edward) in "Hotel Paradiso". Connery was accepted to The Bristol Old Vic Drama School and  one year later  to Perth Repertory Company in Scotland. For six months  he did weekly repertory work  acted  and worked as the assistant stage manager in an effort to earn his Equity card. He worked hard  rehearsing one play by day and performing another by night  learning as much as he could along the way.His big break came in 1985 when he took over the role of "Robin Hood" in the popular UK television series "Robin of Sherwood" (1984). The role launched him to stardom in England and he remains a cult favorite with the show's passionate fans. He has since had starring roles in feature films including Return of the Thief of Baghdad (1999)  Private Moments (2005)  Wishmaster 3 - La pietra del diavolo (2001)  Requiem (2001)  Pallottole cinesi (2000)  All'inseguimento della morte rossa (1995)  Urban Ghost Story (1998) and Macbeth (1997). He has also starred in television movies (Merlin (1998) and Spymaker: la vita segreta di Ian Fleming (1990)) and series (Smallville (2001)  Liberty's Kids: Est. 1776 (2002) and Shoebox Zoo (2004)).In 1996  he married actress Mia Sara and they have one son  Dashiell Connery. The couple divorced in 2002. He is most proud of his role as father to Dashiell Quinn Connery  whom he refers to as "the most wonderful person I know". Connery now resides in Los Angeles and spends every bit of free time with his son. Connery feels that  as an actor  he continues to grow because every job is a new and exciting challenge. He credits his mother and father  who inspire him in many ways  for his drive and his ability to survive and persevere in an unpredictable business. He is also inspired by live theatre - an inspirational journey unique to performance  in one moment  with one audience - that will never be duplicated. Most importantly  it is his son who inspires him to be a loving  nurturing human being and to hold close what is dear in life. Through affiliations with Coventry University's new filmmaking facility and the "Independent Filmmakers Group"  he is working to educate and support the next generation of filmmakers. He recently wrapped Shoebox Zoo (2004) in the UK after two seasons and has completed three films in America - Hoboken Hollow (2006)  The Far Side of Jericho (2006) and Night Skies (2007). After achieving success as an actor for two decades  Connery is working behind the cameras with his recently formed production company  "Unconditional Entertainment". The company  headed by Connery and Ricki Maslar  currently has several projects in development for film and television. "Unconditional" has announced Connery's directorial debut with the film Pandemic (2009).,1963-01-11,London  England  UK,,,1,1
nm0001065,Harry Connick Jr.,Joseph Harry Fowler Connick Jr.,185,Joseph Harry Fowler Connick  Jr. was born in New Orleans  Louisiana. He is the son of Anita Frances (Levy)  a lawyer and judge  and Harry Connick  Sr. (Joseph Harry Fowler Connick)  who served as District Attorney of New Orleans from 1973 to 2003. His father is of Irish  English  and German ancestry  and his maternal grandparents were Jewish immigrants from Vienna  Austria and Minsk  Belarus. Harry  Jr.'s mother died of ovarian cancer when he was 13.His parents owned a record store and encouraged their son's interest in music - piano at age three  with a New Orleans jazz band aged ten. He won piano competitions while playing French Quarter clubs and attending the New Orleans Center for the Creative Arts. At eighteen  he studied at New York's Hunter College and later on at the Manhatan School of Music. At nineteen  he released his first album for Columbia Records and began an extended run performing at the Algonquin's Oak Room  followed a year later by his second album. He wrote the score and sang several songs for Rob Reiner's Harry  ti presento Sally... (1989)  the soundtrack for which went multi-platinum. So far  while bringing back swing and big band music  he has earned one gold  four platinum and three multi-platinum albums  plus two Grammies. His film acting debut was as B-17 tail-gunner Clay Busby in Memphis Belle (1990). He played mass-murderer Daryll Lee Cullum in the Sigourney Weaver and Holly Hunter film Copycat - Omicidi in serie (1995) and Captain Jimmy Wilder ("Let's kick the tires and light the fires  big daddy!") in Independence Day (1996).Harry lives in Connecticut  is married to the former model Jill Goodacre  and has three daughters  Georgia Tatom  Sara Kate and Charlotte.,1967-09-11,New Orleans  Louisiana  USA,,,0,3
nm0001068,Sofia Coppola,Sofia Carmina Coppola,166,Sofia Coppola was born on May 14  1971 in New York City  New York  USA as Sofia Carmina Coppola. She is a director  known for Somewhere (2010)  Lost in Translation - L'amore tradotto (2003) and Marie Antoinette (2006). She has been married to Thomas Mars since August 27  2011. They have two children. She was previously married to Spike Jonze.,1971-05-14,New York City  New York  USA,,,1,2
nm0001069,Bud Cort,Walter Edward Cox,175,Bud Cort  American actor/comedian  was born Walter Edward Cox in New Rochelle  New York. The second of five children  he grew up in Rye  New York  the son of Joseph P. Cox  an orchestra leader  pianist  and owner of a successful men's clothing store in Rye  and Alma M. Court a former newspaper and Life magazine reporter and an executive asst. at M.G.M. in New York City. From early childhood on  Bud displayed a remarkable acting ability and appeared in countless school plays and community theatre. Also a talented painter  he earned extra money doing portraits at art fairs and by commission to the people in Rye. However  he knew acting was his real dream and began riding trains into New York City at the age of 14 to begin studying with his first teacher Bill Hickey at the HB Studios in Greenwich Village.Upon graduation from Iona Prep School run by the Christian Brothers of Ireland  Bud applied to the NYU School of the Arts  now known as Tisch. Unfortunately  the acting department was full but after seeing Bud's art portfolio he was admitted as a scenic design major in 1967. Bud continued to study with Bill Hickey and secretly began to work in commercials  - off Broadway Theater  and the soap opera  "The Doctors."He formed a comedy team with actress Jeannie Berlin  and later with Judy Engles  performing Bud's original comedy material all over Manhattan's burgeoning nightclub scene. Bud and Judy won first place during amateur night at the famed Village Gate and were signed to a management contract with the club's owner. Soon after  while appearing at the famed Upstairs at the Downstairs in the musical revue "Free Fall " Bud was spotted by Robert Altman who was in New York looking for actors for his film "M. A. S. H." Bud was hired and from that went on to play the title role in Altman's next film "Brewster McCloud."A quirky May-Dec. love story  "Harold and Maude " next saw Cort opposite Ruth Gordon in arguably his most famous role. After a confused reception  the film went on to become not only one of the most successful cult movies in history  but eventually was crowned an American Film Classic. Bud was also awarded the French equivalent of the Oscar  the Crystal Star  for Best Actor of the Year. He was also nominated for a Golden Globe and a British Academy Award.Resisting type casting  Bud turned down the role of Billy Bibbit in Milos Forman's "One Flew Over the Cuckoos Nest" and returned to the theater. He made his Broadway debut opposite Donald Pleasance in Simon Gray's "Wise Child" at the Helen Hayes Theatre in 1971. Again he resisted being type cast by Hollywood and finally made his first film five years after "Harold and Maude " in the political thriller "Darkness of the Brain" or "Flash" opposite Marcel Bozzuffi (The Conformist).Title roles in "Why Shoot the Teacher?" (one of the most successful films in Canadian history)  "The Secret Diary of Sigmund Freud " (a comedy with Klaus Kinski and Carol Kane)  and "She Dances Alone" (a documentary/fantasy about the real life daughter of Vaslav Nijinski  with Max Von Sydow) followed and led to countless more films. His latest films being the Wes Anderson comedy "The Life Aquatic" (with Bill Murray and Cate Blanchett) as well as "The Number 23" (with Jim Carrey). Besides his film and theater work  Bud has sung all over the world from Carnegie Hall in New York  to the Alcazar in Paris. He was the youngest actor ever given an homage at the Cinematheque in Paris in an evening hosted by the great comedic actor  Jacques Tati.Bud lived as a house guest for many years with his dear friend Groucho Marx. In 1979 Bud survived a near fatal car crash on the Hollywood Freeway. He continued working in film and theater and co-founded the LA Classic Theatre Works with  among others  Richard Dreyfuss and Rene Auberjonois. Bud performed the entire J. D. Salinger novel "The Catcher in the Rye" live in-studio  as well as the one man show  "An Evening with Truman Capote" for the radio station KCRW. He appeared with Tom Waits in the L.A. Premiere of Thomas Babe's "Demon Wine" and was nominated for the LA Theatre Critics Best Actor award for his performance in Samuel Beckett's "ENDGAME " which he first played in New York at the Cherry Lane Theatre. For his performance as Clov  Bud was awarded the Dramalogue Award as Best Actor.Recent films include Kevin Smith's "Dogma"  Ed Harris' "Pollock"  and his own controversial film  "Ted and Venus" (Col. Tri Star Home Video) which Bud directed  co-wrote  and starred in with Woody Harrelson and Gena Rowlands and which initially  like "Harold and Maude" disturbed some critics and yet was hailed as a "tiny masterpiece " and "a courageous film  Bud Cort's finest performance."Bud is a member of the Director's Unit of the Actor's Studio. Besides Bill Hickey  he has studied extensively with Stella Adler  Joan Darling  David Craig  and Del Close of 2nd City. Bud recently starred in televisions "Arrested Development " "Funny or Die Presents"  the highly regarded "Mosley Lane" episode of "Criminal Minds and Chris Elliot's "Eagleheart" ("Exit Wound the Gift Shop).,1948-03-29,New Rochelle  New York  USA,,,0,0
nm0001075,Peter Coyote,Rachmil Pinchus Ben Mosha Cohon,191,Peter Coyote was born in Manhattan  New York City  New York  USA as Robert Peter Cohon to Ruth (Fidler) and Morris Cohon  an investment banker. He is an actor  known for Bitter Moon (1992)  Sphere (1998) and Patch Adams (1998). Coyote was previously married to Stefanie Pleet and Marilyn McCann.,1941-10-10,Manhattan  New York City  New York  USA,,,3,2
nm0001082,Billy Crudup,William Gaither Crudup,174,Known as much for his rigorous career choices as for his talent and chiseled good looks  Billy Crudup has been straddling the line between serious actor and "it" leading man for several years.Crudup was born in 1968 in Manhasset  New York (a Long Island suburb)  the middle child in a family of three boys. He is the son of Georgann (Gaither) and Thomas Henry Crudup III  and the grandson of prominent attorney William Cotter "Billy" Gaither  Jr.Crudup was raised in Florida and Texas. His family frequently moved and always being the new kid meant Billy had to develop some way of gaining acceptance. Being the class clown was his ticket in. He found roles in school pageants and developed funny impersonations to entertain family and friends. He received his undergraduate degree from the University of North Carolina (where he confirmed his interest in acting). Upon graduation  Crudup headed to NYC to live with his brother Tommy (who was at that time a publicist) and study at New York University  where he joined a theatre troupe called "the lab!" and did little plays and musicals - he even played "Schroeder" in the famed children's musical "You're A Good Man Charlie Brown!".He then went on to earn a Master of Fine Arts from the Tisch School of the Arts at NY in 1994. A year later  he'd already made a name for himself on Broadway  earning the Outer Critics Circle Outstanding Newcomer Award for his performance in Tom Stoppard's "Arcadia".Crudup's first big-screen acting gig was in the indie film Grind (1997)  which was shot in 1994  but ended up on the shelf for three years. In 1996  he landed another  more lucrative role  opposite Hollywood hotshots Brad Pitt and Jason Patric in the Barry Levinson drama  Sleepers (1996). He followed that up with a brief appearance in Woody Allen's Tutti dicono I Love You (1996) and a higher-profile turn as the rakish older brother in Innocenza infranta (1997).A self-described student of human nature  Crudup has said that he looks for characters wrestling with their mistakes. Rumor has it that he declined an audition for the lead in Titanic (1997) in order to seek out more challenging projects--like the "Steve Prefontaine" biopic Without Limits (1998). "Limits" showcased Crudup's ability to completely transform himself for a role (a quality that would help him skirt stardom while continuing to land substantive parts). In 2000  with three major films in release  Crudup's already bustling movie career reached a fever pitch. He first hit the festival circuit in Keith Gordon's Waking the Dead (2000)  the tale of an up-and-coming politician who is haunted by the death of his young wife. Next came the art-house favorite Jesus' Son (1999). Finally  he starred as the semi-fictional '70s rocker "Russell Hammond" in Cameron Crowe's much-lauded Quasi famosi (2000). In 2002  his production of "The Elephant Man" on Broadway closed after 65 performances  due to low ticket sales.Crudup lives in New York and returns regularly to the stage - in fact  it was during the 1996 Broadway run of "Bus Stop" that he began his romance with longtime girlfriend  Mary-Louise Parker. That romance ended in 2004  when Crudup left the then-pregnant Parker for his Stage Beauty (2004) co-star  Claire Danes. He seems to prefer quiet anonymity to the pomp and circumstance of the movie star lifestyle  but his ever-growing popularity guarantees that he won't be able to avoid the spotlight altogether.,1968-07-08,Manhasset  New York  USA,,,0,0
nm0001083,Jon Cryer,Jonathan Niven Cryer,175,Jon Cryer was born on April 16  1965 in New York City  New York  USA as Jonathan Niven Cryer. He is an actor  known for Due uomini e mezzo (2003)  Bella in rosa (1986) and Superman IV (1987). He has been married to Lisa Joyner since June 16  2007. They have one child. He was previously married to Sarah Trigger.,1965-04-16,New York City  New York  USA,,,1,2
nm0001085,Kieran Culkin,Kieran Kyle Culkin,170,Kieran Kyle Culkin was born September 30  1982 in New York City  New York. He is the son of Kit Culkin  a former stage and child actor  and Patricia Brentrup. He is the brother of Shane Culkin  Dakota Culkin  Macaulay Culkin  Quinn Culkin  Christian Culkin  and Rory Culkin. His mother  who is from North Dakota  is of German and Norwegian descent. His father  from Manhattan  has Irish  German  English  Swiss-German  and French ancestry.Culkin started working in 1990. He worked with his brother  Mac several times. His debut was playing Mac's cousin  Fuller  in Mamma  ho perso l'aereo (1990). He went on to do lots of films on his own. He starred in Il padre della sposa (1991) playing Steve Martin's young son. Then a few years later they offered him a special role in Basta guardare il cielo (1998). After his wonderful performance  he went on to bigger movies like Le regole della casa del sidro (1999) and La musica del cuore (1999).,1982-09-30,New York City  New York  USA,,,0,1
